#group,false,false,true,true,false,false,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string
#default,_result,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,prop1
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:06.427Z,20.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:08.191Z,23.2,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:09.198Z,23.2,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:11.095Z,25.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:12.941Z,7.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:14.907Z,11.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:16.812Z,23.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:18.744Z,17.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:20.688Z,16.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:21.708Z,16.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:23.58Z,7.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:24.591Z,7.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:26.498Z,37.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:28.432Z,30.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:29.432Z,26.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:30.465Z,19.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:32.305Z,20.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:33.417Z,20.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:35.192Z,29.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:36.195Z,30.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:38.129Z,18.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:40.043Z,19.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:42.079Z,26.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:43.904Z,20.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:44.934Z,20.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:46.822Z,30.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:48.744Z,26.2,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:50.687Z,9.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:51.69Z,9.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:53.609Z,21.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:55.54Z,7.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:56.548Z,16.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:25:58.523Z,19.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:00.37Z,11.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:02.31Z,41.2,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:03.321Z,41.2,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:05.208Z,40.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:06.209Z,40.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:08.137Z,18.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:09.174Z,38.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:11.184Z,31.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:13.051Z,36.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:14.888Z,38.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:16.823Z,36.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:18.791Z,28.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:20.706Z,26.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:22.637Z,34.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:24.598Z,34.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:26.505Z,31.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:27.518Z,33.7,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:29.409Z,33.2,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:31.335Z,23.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:32.337Z,23.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:34.286Z,29.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:36.272Z,33.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:38.126Z,26.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:39.163Z,30.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:40.176Z,30.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:42.134Z,30.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:43.935Z,33.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:45.872Z,33.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:46.877Z,33.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:48.771Z,33.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:50.704Z,31.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:51.723Z,31.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:53.66Z,24.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:55.649Z,28.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:57.48Z,25.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:26:59.419Z,22.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:00.436Z,22.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:02.321Z,31.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:03.35Z,31.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:05.223Z,18.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:06.224Z,18.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:08.127Z,30.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:09.246Z,29.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:11.024Z,29.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:12.046Z,31.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:13.934Z,29.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:14.943Z,29.2,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:16.838Z,29.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:18.81Z,28.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:19.831Z,33.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:21.677Z,34.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:22.681Z,18.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:24.632Z,26.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:25.651Z,31.2,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:27.489Z,23.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:29.414Z,22.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:31.348Z,25.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:32.355Z,25.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:34.283Z,26.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:36.208Z,16.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:38.14Z,23.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:39.152Z,23.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:41.064Z,23.7,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:42.071Z,23.7,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:43.964Z,19.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:45.028Z,12.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:46.838Z,6.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:47.841Z,6.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:49.768Z,22.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:51.707Z,9.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:52.72Z,16.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:54.671Z,16.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:55.685Z,16.6,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:57.486Z,13.1,angleTrue,environment,wind
,,0,2019-10-05T16:23:00Z,2019-10-05T16:28:00Z,2019-10-05T16:27:59.431Z,15.1,angleTrue,environment,wind

